# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8153615404617995,1.0377338569403984,-22.341748922952114,0,3.0,0.09740502958797002,180.0,0.0,0.0
 0.1311581103137391,1.8392282103301525,1.0279251003809522,-22.341748922952114,0.3934743309412173,3.0,0.09740502958797002,180.0,2.6527534967051682,0.0
 0.1853858979262274,1.8630680888185454,1.0181972474167318,-22.197895969744494,0.5561576937786821,2.9999999999999987,0.09781318607678341,180.0,3.469828072918045,0.0
 0.22692830885548088,1.8868809885506348,1.0085502152750963,-22.053750946085472,0.6807849265664425,3.0,0.09822470488277471,180.0,4.1309897839288725,0.0
 0.2618931883528581,1.9106667221500775,0.9989839211834056,-21.909311386085506,0.7856795650585741,2.9999999999999982,0.0986396237924433,180.0,4.706184466777777,0.0
 0.2926477386291112,1.9344251022405299,0.989498282369019,-21.76457479929267,0.8779432158873334,2.9999999999999982,0.0990579810345266,180.0,5.224843444739852,0.0
 0.32040668114434706,1.9581559414456489,0.9800932160592966,-21.61953867045903,0.961220043433041,3.000000000000002,0.09947981536733895,180.0,5.7028186843309845,0.0
 0.3458920102740881,1.9818590523890909,0.9707686394815975,-21.474200459321615,1.0376760308222641,2.999999999999998,0.09990516598171216,180.0,6.149838090474308,1.2001200230874883e-12
 0.36957439943820264,2.005534247694513,0.9615244698632817,-21.328557600366707,1.1087231983146077,3.000000000000002,0.10033407248709578,180.00000000000003,6.572387972652838,-1.2798792469865063e-12
 0.3917809548592108,2.0291813399855707,0.9523606244317083,-21.182607502603624,1.175342864577632,2.999999999999995,0.10076657503296288,180.0,6.975051941391306,0.0
 0.41274996763600186,2.0528001418859216,0.9432770204142374,-21.03634754932581,1.2382499029080052,2.9999999999999947,0.10120271421106641,180.0,7.361212053660393,0.0
 0.43266142384377787,2.076390466019222,0.9342735750382284,-20.8897750978832,1.2979842715313332,3.0,0.10164253110949016,180.0,7.733448836955142,0.0
 0.4516552287480124,2.099952125009129,0.9253502055310409,-20.742887479437194,1.3549656862440367,2.9999999999999942,0.10208606729915878,180.0,8.093784779367372,0.0
 0.46984270033528935,2.1234849314792985,0.9165068291200344,-20.595681998728914,1.4095281010058676,3.0,0.10253336488848638,180.0,8.443840273731205,1.626752363418367e-12
 0.48731414225204195,2.1469886980533874,0.9077433630325688,-20.448155933832084,1.4619424267561254,3.000000000000003,0.10298446644164332,180.00000000000003,8.78493768240185,-1.688765390236509e-12
 0.5041440166648659,2.1704632373550523,0.8990597244960035,-20.300306535912775,1.5124320499945971,3.0,0.1034394150502189,180.0,9.11817318307352,0.0
 0.5203945861543557,2.1939083620079507,0.890455830737698,-20.152131028984034,1.561183758463067,3.0000000000000138,0.10389825430254501,180.0,9.444467808724667,0.0
 0.5361185445956482,2.2173238846357375,0.881931598985012,-20.003626609659523,1.6083556337869442,2.999999999999986,0.10436102837325287,180.0,9.764604603178167,0.0
 0.5513609603213583,2.2407096178620707,0.8734869464653051,-19.8547904469007,1.6540828809640744,3.0,0.10482778187201153,180.0,10.079256244874708,-1.920414445927293e-12
 0.5661607393433705,2.264065374310606,0.865121790405937,-19.70561968177032,1.6984822180301111,3.0,0.10529856001931359,179.99999999999997,10.389005967445499,1.974963253216758e-12
 0.5805517460540582,2.287390966605001,0.8568360480342672,-19.556111427175434,1.7416552381621742,2.9999999999999925,0.1057734085294081,180.0,10.694363661344015,0.0
 0.5945636746086251,2.3106862073689123,0.8486296365776552,-19.406262767616127,1.783691023825875,3.000000000000008,0.10625237368301356,180.0,10.995778448171887,0.0
 0.608222735620042,2.333950909225995,0.8405024732634608,-19.256070758924523,1.8246682068601257,3.0,0.10673550231372757,180.0,11.293648626414937,0.0
 0.6215522038811873,2.3571848847999073,0.8324544753190435,-19.1055324280062,1.8646566116435612,2.9999999999999916,0.10722284181169589,180.0,11.588329630581406,2.182816988015009e-12
 0.6345728600271017,2.3803879467143054,0.824485559971763,-18.954644772580888,1.9037185800813043,2.9999999999999916,0.10771444014477052,180.00000000000003,11.88014046785397,-2.2325699175840524e-12
 0.6473033502153598,2.4035599075928458,0.8165956444489786,-18.803404760919744,1.941910050646079,3.0000000000000173,0.10821034580967522,180.0,12.169368973639052,-2.281561326850093e-12
 0.6597604816963017,2.426700580059185,0.8087846459780502,-18.651809331575027,1.979281445088905,3.000000000000009,0.10871060792316545,179.99999999999997,12.456276138699382,0.0
 0.6719594677145174,2.4498097767369797,0.8010524817863373,-18.49985539312,2.0158784031435517,2.999999999999982,0.1092152761909445,179.99999999999997,12.741099703411916,4.754915539972419e-12
 0.6839141319736302,2.4728873102498867,0.7933990691011995,-18.347539823873827,2.05174239592089,2.9999999999999907,0.10972440087610352,180.00000000000003,13.024057162151696,-2.4244505782075445e-12
 0.6956370805401532,2.495932993221563,0.7858243251499964,-18.19485947163447,2.086911241620459,3.0000000000000093,0.11023803289097732,180.0,13.30534829422849,0.0
 0.7071398473107371,2.5189466382756645,0.7783281671600877,-18.041811153404574,2.1214195419322106,2.9999999999999902,0.11075622371274901,180.0,13.58515730830924,0.0
 0.7184330178503439,2.5419280580358476,0.7709105123588329,-17.88839165511445,2.1552990535510306,2.9999999999999707,0.11127902540453524,180.0,13.863654669754176,0.0
 0.7295263354083857,2.56487706512577,0.7635712779735915,-17.734597731347836,2.1885790062251558,2.99999999999996,0.11180649074355163,180.0,14.140998667315992,0.0
